Company,TypeName,Inches,Gpu,Touchscreen,Ips,Screen Resolution,X_res,Y_res,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,OS,Weight (kg),Price
Asus,2 in 1 Convertible,15.6,Intel,1,0,1366x768,1366,768,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.2,433.11312
Lenovo,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,AMD A-Series,3.6,12,0,512,0,Windows 10,2.2,556.18992
Dell,2 in 1 Convertible,11.6,Intel,1,0,1366x768,1366,768,Intel Core M,1.0,4,0,128,0,Windows 10,1.39,353.40624
Samsung,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,128,0,Windows 10,2.5,995.74992
Lenovo,Notebook,17.3,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,500,0,0,No OS,2.8,310.03632
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.3,8,1000,0,0,Windows 10,2.29,269.01072
Lenovo,2 in 1 Convertible,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,512,0,Windows 10,1.37,1186.812
Lenovo,Notebook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.7,863.8819199999999
Dell,2 in 1 Convertible,12.5,Intel,1,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.34,978.7536
Dell,Workstation,15.6,Nvidia,1,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,2.06,1033.25904
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.84,714.43152
HP,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.4,4,500,0,0,Windows 10,2.1,391.7827584
Acer,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Processor,1.1,4,0,0,32,Windows 10,1.6,192.82032
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,16,1000,128,0,Windows 10,4.14,1288.78992
Dell,Notebook,15.6,AMD,0,0,1366x768,1366,768,Intel Core i3,2.0,4,1000,0,0,Linux,2.18,272.5272
MSI,Gaming,15.6,Nvidia,0,0,3840x2160,3840,2160,Intel Core i7,2.8,16,2000,256,0,Windows 10,1.8,1347.39792
Toshiba,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.5,8,0,256,0,Windows 10,2.2,819.92592
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,6,1000,0,0,Windows 10,2.4,330.54912
Lenovo,2 in 1 Convertible,15.6,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,2.0,761.31792
Acer,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.6,4,0,0,128,Windows 10,1.6,204.54192
Lenovo,Notebook,15.6,Nvidia,0,1,3840x2160,3840,2160,Intel Processor,3.1,32,0,1000,0,Windows 10,2.5,2871.20592
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.6,16,1000,0,0,Windows 10,2.59,515.1701808
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,1000,0,0,Linux,2.18,260.16091199999994
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,1000,0,0,Linux,2.25,210.40272
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.6,4,500,0,0,Linux,1.93,509.30352
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,3.0,684.54144
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,0,128,0,Linux,2.18,333.47952
HP,Ultrabook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,512,0,Windows 10,1.84,814.06512
MSI,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.94,1329.1473887999998
Acer,2 in 1 Convertible,11.6,Intel,1,1,1366x768,1366,768,Intel Processor,1.6,4,0,0,32,Chrome OS,1.25,222.12432
HP,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Core i5,2.6,8,0,256,0,Windows 10,2.31,658.75392
Lenovo,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,8,0,256,0,Windows 7,1.65,858.6071999999999
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,1.6,4,1000,0,0,Windows 10,2.2,454.79808
Fujitsu,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,8,0,256,0,Windows 10,2.2,468.27792
HP,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.3,4,500,0,0,Windows 7,1.88,546.22656
Lenovo,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,0,0,Windows 10,2.2,526.8859199999999
Mediacom,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Atom,1.44,2,0,0,32,Windows 10,1.4,140.07312
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,0,128,0,No OS,2.2,274.28544
Asus,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i5,2.5,6,1000,0,0,Windows 10,1.5,374.5109808
Dell,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,2.0,1066.6656
Asus,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,512,0,Windows 10,1.1,1113.552
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.62,866.8123199999999
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,1.6,4,0,256,0,Windows 10,1.8,485.86032
Lenovo,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,1000,0,0,Windows 10,2.2,339.34032
Asus,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,8,1000,0,0,Windows 10,2.0,233.84592
Asus,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Windows 10,1.99,531.3518496
Dell,Ultrabook,13.3,Intel,1,0,3200x1800,3200,1800,Intel Core i5,1.6,8,0,256,0,Windows 10,1.23,1095.38352
Lenovo,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,2,0,0,32,Windows 10,1.42,145.93391999999997
Lenovo,2 in 1 Convertible,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.37,1029.9887136
Dell,Notebook,15.6,Nvidia,1,0,3840x2160,3840,2160,Intel Core i7,2.8,16,0,1000,0,Windows 10,2.06,1406.0059199999998
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.5,649.9627199999999
HP,Notebook,17.0,AMD,0,0,1600x900,1600,900,AMD A-Series,3.0,8,1000,0,0,Windows 10,2.6,305.289072
Lenovo,Ultrabook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,16,0,512,0,Windows 10,1.14,1435.896
Asus,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,0,0,No OS,2.5,685.12752
Acer,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,500,0,0,Windows 10,2.4,263.736
Lenovo,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,0,32,Windows 10,1.43,160.58592
Acer,Ultrabook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.8,538.60752
Razer,Gaming,14.0,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,0,256,0,Windows 10,1.95,1523.22192
Toshiba,Notebook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,8,0,256,0,Windows 10,1.2,710.91504
Lenovo,Ultrabook,12.5,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.36,928.35072
Asus,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.7,32,0,512,0,Windows 10,3.8,1640.4379199999998
Acer,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Linux,2.4,415.5307199999999
Dell,Ultrabook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,1.2,849.757392
MSI,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.2,698.4901439999999
HP,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,500,0,0,No OS,1.86,213.860592
Toshiba,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,500,0,0,Windows 10,2.0,623.58912
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,2.2,538.60752
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,1.8,16,2000,256,0,Windows 10,2.2,665.2008
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.6,8,1000,128,0,Windows 10,3.31,700.9516799999999
Dell,Gaming,17.3,Nvidia,0,1,3840x2160,3840,2160,Intel Core i7,2.8,32,1000,512,0,Windows 10,4.42,1844.6106096
Dell,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.4,8,0,256,0,Windows 10,1.56,720.29232
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,500,0,0,Windows 10,2.2,245.56752
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,4,500,0,0,Windows 10,2.2,313.5528
HP,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i3,2.0,6,1000,0,0,Windows 10,2.04,315.89712
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.7,871.3661615999999
Toshiba,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.1,4,0,128,0,Windows 10,2.1,291.86783999999994
Dell,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.06,559.7064
HP,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,0,0,Windows 10,2.1,436.6296
Toshiba,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.0,737.2886399999999
Acer,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,0,128,0,Linux,2.1,241.46496
Microsoft,Ultrabook,13.5,Intel,1,0,2256x1504,2256,1504,Intel Core i7,2.8,8,0,256,0,Windows 10 S,1.252,1094.709528
Lenovo,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,128,0,Windows 10,1.9,479.384136
Lenovo,2 in 1 Convertible,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.3,606.00672
Lenovo,Notebook,15.6,AMD,0,0,1366x768,1366,768,AMD E-Series,2.2,4,0,128,0,Windows 10,2.2,204.54192
HP,2 in 1 Convertible,14.0,Nvidia,1,1,1920x1080,1920,1080,Intel Core i3,2.4,4,0,128,0,Windows 10,1.63,409.66992
MSI,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.4,758.3875199999999
Asus,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.1,665.2008
HP,2 in 1 Convertible,11.6,Intel,1,0,1366x768,1366,768,Intel Celeron Dual,1.1,8,0,0,64,Chrome OS,1.4,290.10959999999994
LG,Ultrabook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i7,1.8,8,0,512,0,Windows 10,1.09,1347.39792
Acer,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,16,0,256,0,Windows 10,2.5,761.31792
MSI,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.2,584.849232
Asus,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,0,128,0,Windows 10,1.86,245.56752
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,16,1000,128,0,Windows 10,3.21,1202.05008
HP,Notebook,17.3,AMD,0,1,1920x1080,1920,1080,Intel Core i3,2.0,4,0,256,0,Windows 10,2.5,409.66992
Lenovo,2 in 1 Convertible,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i7,1.8,8,0,512,0,Windows 10,1.19,878.53392
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.9,16,1000,256,0,Windows 10,3.49,1649.0826
HP,Notebook,15.6,AMD,0,0,1366x768,1366,768,Intel Core i5,2.5,4,500,0,0,Windows 10,1.86,359.0384688
Dell,Notebook,15.6,AMD,0,0,1366x768,1366,768,Intel Core i3,2.0,4,1000,0,0,Windows 10,2.2,319.80627359999994
HP,Notebook,17.3,AMD,0,1,1920x1080,1920,1080,AMD A-Series,2.4,6,2000,0,0,Windows 10,2.65,333.47952
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,500,0,0,Windows 10,2.1,186.37344
Acer,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,0,32,Chrome OS,1.45,219.78
Lenovo,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,0,256,0,Windows 10,1.7,409.66992
HP,Workstation,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,500,0,0,Windows 10,3.14,1118.2347792
Lenovo,2 in 1 Convertible,14.0,Intel,1,0,2560x1440,2560,1440,Intel Core i7,2.7,8,0,256,0,Windows 10,1.42,1517.9471999999996
Toshiba,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.5,570.25584
Acer,Netbook,11.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,0,32,Windows 10,1.4,157.65552
Lenovo,2 in 1 Convertible,14.0,Intel,1,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,512,0,Windows 10,1.38,1025.05392
Asus,2 in 1 Convertible,12.5,Intel,1,0,1920x1080,1920,1080,Intel Core M,0.9,4,0,0,64,Chrome OS,1.2,392.08752
Toshiba,Ultrabook,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i7,2.5,16,0,512,0,Windows 10,1.36,1100.07216
HP,Notebook,15.6,AMD,0,1,1920x1080,1920,1080,Intel Core i7,2.7,4,500,0,0,Windows 10,2.1,403.80912
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.56,479.99952
Lenovo,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,AMD A-Series,2.9,4,0,256,0,Windows 10,2.2,233.84592
Lenovo,Notebook,15.6,AMD,0,0,1366x768,1366,768,AMD A-Series,3.6,8,1000,0,0,Windows 10,2.2,251.42832
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,2000,0,0,Windows 10,2.1,364.219416
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,500,0,0,No OS,1.9,263.736
Dell,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.18,465.9336
Acer,2 in 1 Convertible,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,1.6,585.49392
Lenovo,Workstation,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.5,16,0,512,0,Windows 7,2.18,1087.1783999999998
Lenovo,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,8,0,256,0,Windows 10,1.8,698.02128
HP,Notebook,17.3,AMD,0,1,1920x1080,1920,1080,AMD A-Series,2.5,6,2000,0,0,Windows 10,2.71,383.8882607999999
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.5,732.01392
Dell,Notebook,14.0,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.8,8,0,256,0,Linux,1.64,638.2411199999999
Dell,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Linux,1.98,425.49408
Asus,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Celeron Dual,1.1,4,0,0,32,Windows 10,1.5,174.65184
Dell,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.6,16,0,512,0,Windows 10,1.93,836.1368928
Lenovo,Notebook,14.0,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.87,502.3115856
Dell,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.6,8,0,256,0,Windows 10,1.9,690.98832
Lenovo,Notebook,15.6,AMD,0,0,1366x768,1366,768,AMD A-Series,2.0,4,500,0,0,Windows 10,2.19,174.65184
Mediacom,Notebook,14.0,Intel,0,1,1920x1200,1920,1200,Intel Atom,1.92,4,32,0,0,Windows 10,1.4,155.3112
HP,Notebook,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,2.63,703.2959999999999
Lenovo,Ultrabook,14.0,Intel,0,1,2560x1440,2560,1440,Intel Core i7,2.5,8,0,512,0,Windows 10,1.17,988.5059712
HP,2 in 1 Convertible,13.3,Intel,1,1,1366x768,1366,768,Intel Core i5,2.5,8,0,256,0,Windows 10,1.58,490.314528
Lenovo,Ultrabook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.32,878.53392
Dell,Gaming,17.3,Nvidia,0,0,3840x2160,3840,2160,Intel Core i7,2.8,32,1000,1000,0,Windows 10,4.36,2144.701152
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.7,790.3171583999999
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,4,1000,0,0,No OS,1.9,287.120592
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,1000,128,0,Windows 10,2.2,421.39152
Dell,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i3,2.4,4,1000,0,0,Windows 10,1.71,380.36592
Dell,Notebook,15.6,AMD,0,0,1366x768,1366,768,Intel Core i5,2.5,8,1000,0,0,Linux,2.32,345.50588159999995
HP,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,AMD A-Series,3.0,4,1000,0,0,Windows 10,2.1,286.59311999999994
Acer,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.6,16,1000,128,0,Windows 10,4.2,1134.0648
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,12,1000,0,0,Windows 10,2.25,380.36592
HP,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,AMD A-Series,3.0,6,1000,128,0,Windows 10,2.1,380.952
Acer,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,4,500,0,0,Windows 10,2.4,327.61872
Lenovo,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.44,562.6368
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,4,1000,0,0,Windows 10,1.85,456.55632
HP,Workstation,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,0,256,0,Windows 10,2.6,1417.72752
Dell,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i5,1.6,8,1000,0,0,Windows 10,1.55,386.22672
MSI,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,1.8,1227.5328384
Acer,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,500,0,0,Windows 10,2.4,240.761664
Dell,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,128,0,Windows 10,2.0,707.39856
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,8,0,256,0,Windows 10,2.0,389.7432
Toshiba,Notebook,14.0,Intel,1,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.25,899.6328
Lenovo,2 in 1 Convertible,14.0,Intel,1,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.7,585.49392
Lenovo,Workstation,15.6,Nvidia,0,1,3840x2160,3840,2160,Intel Core i7,2.8,16,0,1000,0,Windows 10,2.5,1933.47792
Acer,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,2,0,0,32,Chrome OS,1.68,193.4064
Samsung,Ultrabook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,256,0,Windows 10,0.81,966.44592
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,8,0,256,0,Windows 10,1.86,315.89712
Dell,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,8,0,256,0,Windows 10,1.6,660.3421968
HP,Workstation,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Processor,2.9,16,0,256,0,Windows 7,3.0,2572.30512
Lenovo,Netbook,11.6,Intel,1,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,128,0,Windows 10,1.4,278.388
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.4,8,0,256,0,Windows 10,1.84,1113.552
Asus,Notebook,15.6,Nvidia,0,0,1366x768,1366,768,Intel Core i5,2.3,4,1000,0,0,No OS,2.45,339.34032
Lenovo,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.3,4,0,180,0,Windows 10,1.7,642.34368
Asus,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i7,2.7,4,0,256,0,Windows 10,2.37,498.109392
Lenovo,2 in 1 Convertible,13.3,Intel,1,1,3200x1800,3200,1800,Intel Core i5,1.8,8,0,256,0,Windows 10,1.3,702.70992
HP,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,128,0,Windows 10,2.2,644.10192
HP,Workstation,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.6,8,0,256,0,Windows 7,2.59,914.87088
Dell,Gaming,15.6,Nvidia,0,1,3840x2160,3840,2160,Intel Core i7,2.8,16,1000,256,0,Windows 10,4.42,1681.4576592
Acer,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,4,0,256,0,Windows 10,2.1,351.06192
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.5,614.2118399999999
Dell,Ultrabook,12.5,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,0,256,0,Windows 10,1.18,1089.52272
Google,Ultrabook,12.3,Intel,1,0,2400x1600,2400,1600,Intel Core i5,1.2,8,0,256,0,Chrome OS,1.1,913.69872
Asus,Ultrabook,13.3,Intel,0,1,3200x1800,3200,1800,Intel Core i5,2.5,8,0,256,0,Windows 10,1.2,661.68432
Dell,Notebook,13.3,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,500,0,0,Windows 10,1.65,497.58192
Acer,Notebook,13.3,Intel,0,0,1366x768,1366,768,Intel Core i5,2.3,4,0,128,0,Windows 10,1.6,383.8824
Asus,Notebook,17.3,Nvidia,0,0,1366x768,1366,768,Intel Pentium Quad,1.1,4,1000,0,0,Windows 10,2.8,275.6568671999999
Dell,Gaming,15.6,Nvidia,1,1,3840x2160,3840,2160,Intel Core i7,2.6,16,1000,128,0,Windows 10,2.72,644.10192
Samsung,Ultrabook,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.31,937.14192
Acer,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.1,4,1000,0,0,Linux,2.1,174.65184
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,256,0,Windows 10,2.3,692.3187216
Samsung,2 in 1 Convertible,15.0,AMD,1,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,256,0,Windows 10,1.71,1054.35792
Toshiba,Notebook,14.0,Intel,0,1,1366x768,1366,768,Intel Core i5,2.3,4,0,128,0,Windows 10,1.75,597.8015999999999
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,0,0,Windows 10,2.62,644.10192
HP,Ultrabook,12.5,Intel,0,0,1366x768,1366,768,Intel Core i5,2.3,4,0,256,0,Windows 10,1.26,729.0835199999999
Asus,2 in 1 Convertible,15.6,Nvidia,1,0,1920x1080,1920,1080,Intel Core i7,2.7,12,2000,0,0,Windows 10,2.3,491.7211199999999
Lenovo,Notebook,15.6,Nvidia,0,0,3840x2160,3840,2160,Intel Core i7,2.7,16,0,512,0,Windows 7,2.5,1389.0096
Acer,Notebook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i3,2.4,4,0,128,0,Windows 10,1.8,372.74688
Razer,Gaming,14.0,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,0,512,0,Windows 10,1.95,1699.04592
Asus,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Processor,1.1,8,0,128,0,Windows 10,2.0,341.039952
Dell,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,32,1000,1000,0,Windows 10,4.42,2103.323904
Asus,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.6,16,1000,256,0,Windows 10,4.3,1377.288
Toshiba,Ultrabook,14.0,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.6,16,0,512,0,Windows 10,1.47,1033.84512
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Processor,1.6,8,1000,0,0,No OS,2.2,192.82032
Lenovo,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,512,0,Windows 10,1.7,1347.39792
MSI,Gaming,14.0,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,1.6,1108.2772799999998
